car_id,brand,model,year,mileage,engine_size,fuel_type,transmission,owner_count,accident_history,service_history,color,price
1172,Honda,Sedan,2002,2823,3.1,Diesel,Manual,2,0,Partial,Green,20054.19
1173,BMW,Minivan,2010,55949,5.4,Diesel,Automatic,3,0,Partial,Red,51864.74
1174,Hyundai,Truck,2011,110950,3.2,Electric,Automatic,3,0,Full,White,46205.1
1175,Land Rover,Hatchback,2011,81452,1.4,Hybrid,Automatic,0,0,None,Silver,26335.69
1176,Volvo,Hatchback,2002,10169,5.7,Diesel,CVT,3,0,Full,White,40529.52
1177,Volvo,SUV,2020,17543,5.6,Hybrid,Automatic,4,0,Partial,White,54378.7
1178,Kia,Sedan,2006,63123,4.4,Petrol,Manual,3,0,Full,Silver,25299.06
1179,Hyundai,Sedan,2013,4401,3.3,Petrol,Automatic,0,0,Full,Red,34246.69
1180,Honda,Hatchback,2023,83528,1.5,Diesel,Automatic,0,0,Full,Silver,38855.67
1181,Lexus,Hatchback,2010,63453,5.0,Petrol,Automatic,2,0,Full,Blue,45836.24
1182,Kia,Convertible,2006,65393,1.4,Petrol,Automatic,3,1,None,Red,13661.43
1183,Jaguar,Convertible,2020,5281,1.3,Hybrid,Automatic,3,0,Full,Black,72007.75
1184,Audi,Convertible,2009,63249,3.7,Petrol,Automatic,5,0,Full,Black,60569.3
1185,Jaguar,Sedan,2010,56943,1.8,Diesel,Automatic,5,0,Full,Black,36751.65
1186,Audi,SUV,2014,88869,1.0,Electric,Automatic,0,0,Full,Blue,80556.05
1187,Jaguar,Coupe,2018,2124,3.1,Petrol,Automatic,5,0,Full,Green,45386.16
1188,Land Rover,Convertible,2015,1169,1.7,Petrol,Manual,2,0,Full,Green,50183.22
1189,BMW,SUV,2021,23341,1.8,Petrol,Manual,2,0,Full,Gray,76486.17
1190,Kia,Minivan,2020,8054,1.4,Petrol,Automatic,4,0,Full,Red,26025.29
1191,BMW,Truck,2019,40865,2.0,Petrol,Automatic,4,0,Full,Red,64937.93
1192,Honda,Convertible,2011,124656,4.6,Petrol,Manual,0,0,Full,Silver,26558.32
1193,Chevrolet,Minivan,2017,24836,5.0,Diesel,Manual,2,0,Partial,Red,39047.14
1194,Kia,Coupe,2022,93200,3.3,Petrol,CVT,2,0,Partial,Silver,26108.13
1195,Mercedes,Truck,2012,12,3.5,Hybrid,Automatic,4,1,Partial,Gray,42829.25
1196,Chevrolet,Truck,2004,9227,1.2,Hybrid,Automatic,5,0,None,Silver,19092.15
1197,Toyota,Coupe,2003,1544,1.3,Hybrid,Automatic,4,0,Partial,Black,24159.62
1198,BMW,Convertible,2013,19885,2.3,Diesel,Automatic,0,0,Full,Silver,93902.27
1199,BMW,Sedan,2007,119401,3.7,Petrol,Automatic,2,0,Full,Silver,38414.51
1200,Porsche,Coupe,2008,5098,4.7,Hybrid,Automatic,0,0,None,Silver,54353.2
1201,Porsche,Coupe,2018,46622,4.0,Petrol,Automatic,4,0,Partial,Red,63466.17
1202,Mercedes,Coupe,2002,30028,3.0,Petrol,Automatic,3,0,Full,White,55459.87
1203,Ford,Truck,2004,139410,1.6,Hybrid,Automatic,4,0,Full,White,31166.9
1204,Toyota,SUV,2020,6535,4.9,Petrol,Automatic,2,1,None,Blue,27436.15
1205,Chevrolet,Minivan,2017,11914,2.8,Petrol,Manual,0,1,Partial,White,16261.47
1206,Lexus,Sedan,2000,1499,4.7,Hybrid,Manual,5,0,Full,Blue,40357.99
1207,Porsche,Convertible,2007,28452,3.6,Electric,Automatic,5,0,None,Red,64168.4
1208,Lexus,Convertible,2018,16274,4.7,Petrol,CVT,2,0,None,Black,47342.22
1209,Tesla,Minivan,2016,101974,5.5,Petrol,Automatic,4,0,Full,White,53845.06
1210,Porsche,SUV,2016,46435,5.6,Diesel,Automatic,4,1,Partial,White,56578.5
1211,Land Rover,Coupe,2010,47607,3.7,Hybrid,CVT,1,0,Partial,Green,56154.09
1212,Ford,Sedan,2001,37954,3.6,Petrol,Automatic,4,0,Full,Green,27482.47
1213,Toyota,Convertible,2005,4817,2.3,Diesel,Automatic,2,0,Partial,Gray,31080.15
1214,Nissan,Minivan,2021,29441,5.7,Electric,Automatic,0,0,Full,Green,57708.61
1215,Mercedes,Hatchback,2013,380566,3.3,Petrol,Automatic,0,0,Partial,Blue,28582.8
1216,Tesla,Minivan,2002,90160,1.6,Electric,Automatic,1,1,None,Blue,29734.26
1217,Nissan,Convertible,2011,111961,3.2,Electric,Automatic,5,0,Full,Gray,38552.14
1218,Toyota,Coupe,2003,86644,1.6,Petrol,Automatic,2,0,Full,Black,12244.99
1219,Chevrolet,Hatchback,2011,5437,3.5,Hybrid,Manual,4,0,None,Silver,18056.7
1220,Honda,SUV,2012,12902,3.8,Petrol,Automatic,3,0,None,Silver,24415.27
1221,Land Rover,Sedan,2001,156,2.7,Hybrid,Automatic,0,0,Full,Gray,40637.12
1222,Toyota,SUV,2001,18085,1.4,Hybrid,Automatic,2,0,None,Gray,24564.24
1223,Land Rover,SUV,2014,5748,5.7,Petrol,Manual,1,1,Full,Black,29281.23
1224,Hyundai,Minivan,2022,32008,4.9,Hybrid,Manual,3,0,Full,Black,35092.08
1225,Land Rover,Sedan,2016,56524,5.2,Hybrid,Manual,5,1,Partial,Red,35622.97
1226,Lexus,Sedan,2006,103774,2.8,Petrol,Automatic,2,0,Partial,Silver,30706.08
1227,Hyundai,Convertible,2013,69158,4.8,Petrol,Automatic,4,1,Partial,Red,22021.73
1228,Jaguar,Convertible,2011,139505,3.4,Petrol,Automatic,5,0,Full,White,47214.51
1229,Nissan,Sedan,2016,2770,2.0,Diesel,Automatic,0,0,Full,Blue,48240.57
1230,Honda,Hatchback,2013,612,1.6,Electric,Automatic,4,1,None,Blue,24123.01
1231,Hyundai,Truck,2005,54137,2.7,Hybrid,CVT,1,0,Full,Black,43657.24
1232,Kia,Convertible,2018,17078,1.7,Diesel,Automatic,0,1,Full,Silver,27579.09
1233,Chevrolet,Truck,2023,14618,6.0,Diesel,CVT,3,0,Partial,Silver,44151.05
1234,Tesla,Minivan,2005,20090,1.2,Petrol,Automatic,0,1,Partial,Red,23028.65
1235,Toyota,Hatchback,2017,15721,3.2,Petrol,Manual,4,0,Full,Gray,31856.72
1236,Audi,Sedan,2023,35814,3.3,Diesel,Automatic,5,0,Full,Gray,69618.47
1237,Tesla,Hatchback,2004,29004,2.5,Diesel,Manual,2,0,Partial,Black,39291.13
1238,Jaguar,Convertible,2023,35915,3.9,Diesel,Automatic,2,0,None,Green,47413.74
1239,Tesla,SUV,2023,55845,1.7,Electric,Manual,2,1,Full,Blue,61671.28
1240,BMW,Minivan,2005,24480,4.9,Diesel,Automatic,1,0,Full,Gray,57280.44
1241,Chevrolet,Sedan,2001,14471,2.7,Diesel,Automatic,1,1,Full,White,12891.56
1242,Audi,Coupe,2007,9088,4.0,Petrol,Automatic,2,0,Partial,Silver,54619.02
1243,Hyundai,Minivan,2014,21498,4.6,Electric,Automatic,3,1,Full,Gray,27793.39
1244,Hyundai,Truck,2014,67702,5.4,Hybrid,Automatic,4,0,Partial,Black,37887.37
1245,Hyundai,Hatchback,2010,70674,5.2,Hybrid,CVT,3,0,Full,White,31511.24
1246,Jaguar,Sedan,2021,54966,4.0,Diesel,Automatic,2,0,Full,Blue,40015.27
1247,Lexus,Minivan,2021,13330,2.9,Diesel,Manual,4,1,Partial,Blue,28376.82
1248,Nissan,Hatchback,2023,44347,3.5,Diesel,Automatic,1,0,Full,Red,36092.65
1249,Toyota,Sedan,2000,42278,4.8,Petrol,Automatic,0,0,Partial,Red,24778.94
1250,Ford,Convertible,2017,33108,5.4,Diesel,Automatic,0,0,Full,White,50858.89
1251,Volvo,Minivan,2011,39923,1.5,Electric,Manual,4,0,Full,Black,45569.49
1252,Nissan,Convertible,2011,33843,2.9,Petrol,Automatic,3,1,Full,Green,18773.22
1253,Jaguar,Minivan,2010,41672,4.9,Petrol,Automatic,4,0,Full,Red,41075.15
1254,Mercedes,Convertible,2007,62852,3.2,Hybrid,Automatic,3,0,Full,Silver,78675.47
1255,Chevrolet,Hatchback,2006,5805,2.7,Petrol,Automatic,5,1,Partial,Blue,9385.76
1256,Toyota,Coupe,2022,69239,3.1,Diesel,Automatic,3,0,Full,Blue,36614.02
1257,Nissan,Minivan,2020,7302,4.0,Diesel,Automatic,0,0,Partial,Silver,41133.31
1258,Honda,Minivan,2001,3447,6.0,Petrol,Automatic,1,0,Full,Blue,18746.39
1259,Jaguar,Convertible,2010,186651,3.5,Hybrid,Automatic,2,1,Full,Blue,41996.55
1260,BMW,Sedan,2021,157318,2.0,Diesel,Manual,1,0,Full,Blue,54456.61
1261,Volvo,Minivan,2009,3116,1.8,Hybrid,Automatic,2,0,Partial,Black,49712.51
1262,BMW,Convertible,2002,29282,1.2,Hybrid,Manual,5,0,Full,Black,79925.81
1263,Hyundai,SUV,2019,10304,3.8,Hybrid,Automatic,0,0,Full,Green,56882.79
1264,Volvo,Convertible,2009,33212,3.7,Petrol,Automatic,2,0,Full,Silver,47909.36
1265,Nissan,Hatchback,2017,88649,2.0,Petrol,Automatic,5,0,Full,Black,14187.57
1266,Honda,Coupe,2013,150402,4.5,Petrol,Automatic,3,0,Full,White,24715.12
1267,Hyundai,SUV,2017,50290,4.7,Diesel,Automatic,4,0,Full,Black,36274.79
1268,Ford,Hatchback,2023,21840,2.3,Hybrid,Automatic,2,1,Full,Blue,35401.27
1269,Chevrolet,Hatchback,2007,46231,2.7,Diesel,Automatic,1,0,Full,Silver,21743.59
1270,Mercedes,Hatchback,2009,18698,6.0,Hybrid,Automatic,0,0,Partial,Green,63721.12
1271,Toyota,Sedan,2021,120299,2.9,Petrol,Automatic,0,0,Partial,Gray,27825.23
1272,Lexus,Hatchback,2012,102165,4.8,Petrol,Automatic,5,0,Partial,Green,30355.49
1273,BMW,Sedan,2020,40848,3.3,Hybrid,Manual,4,0,Full,Black,70870.75
1274,BMW,Hatchback,2007,19637,5.0,Diesel,Manual,3,1,Full,Red,18844.7
1275,Hyundai,Truck,2003,17363,4.8,Hybrid,Automatic,3,1,Partial,White,20724.19
1276,Kia,SUV,2003,1699,4.3,Petrol,Manual,0,0,Full,Green,37224.24
1277,Land Rover,Truck,2004,84592,5.3,Electric,Manual,3,0,Full,White,50205.7
1278,Volvo,Hatchback,2000,29926,5.7,Diesel,Automatic,5,0,None,White,27106.63
1279,Porsche,SUV,2016,19661,3.9,Hybrid,Automatic,4,0,None,Red,57707.38
1280,Ford,SUV,2001,31848,2.2,Petrol,Manual,0,0,Partial,Red,19725.38
1281,Toyota,Minivan,2007,85390,3.0,Diesel,Automatic,3,0,None,White,13299.48
1282,Volvo,Coupe,2006,6654,4.8,Electric,Automatic,2,0,Partial,White,63720.07
1283,Land Rover,Truck,2014,97475,4.3,Hybrid,Automatic,2,1,Partial,White,34812.92
1284,Tesla,Coupe,2004,113898,1.9,Petrol,Manual,5,0,Full,Black,36165.13
1285,Volvo,SUV,2001,146598,1.3,Petrol,Manual,3,0,None,Blue,23389.58
1286,Lexus,Sedan,2006,25332,4.4,Diesel,Automatic,2,1,Partial,Red,26778.13
1287,Toyota,SUV,2007,12240,2.3,Petrol,CVT,4,0,Full,Silver,34724.89
1288,Nissan,Coupe,2006,23391,3.5,Hybrid,Automatic,1,0,Full,Green,36320.97
1289,Ford,Truck,2006,20241,4.7,Petrol,Automatic,4,0,Full,Blue,33533.91
1290,Land Rover,Hatchback,2013,9688,3.8,Petrol,Automatic,5,0,None,Black,28501.54
1291,Tesla,Minivan,2020,46731,1.4,Diesel,CVT,4,0,Full,Silver,61847.26
1292,Chevrolet,Minivan,2017,32372,1.9,Diesel,Automatic,3,0,Full,Black,27679.85
1293,Audi,Minivan,2005,100384,2.1,Hybrid,Automatic,4,0,Full,Black,51461.54
1294,Land Rover,Hatchback,2003,1631,2.3,Electric,Automatic,3,0,None,Silver,44139.87
1295,Audi,Minivan,2009,51622,3.8,Petrol,Automatic,0,0,Partial,White,59252.02
1296,Toyota,Truck,2017,71973,3.5,Hybrid,Automatic,3,0,Full,Blue,35037.37
1297,BMW,Hatchback,2011,71248,2.0,Petrol,Automatic,5,0,Full,Silver,35062.4
1298,Land Rover,Minivan,2015,108610,1.3,Diesel,Manual,3,0,Full,Gray,37842.13
1299,Chevrolet,Hatchback,2006,65288,1.9,Petrol,Automatic,0,0,Full,Red,19209.21
1300,Mercedes,Coupe,2005,131422,5.9,Petrol,Automatic,1,0,Full,Gray,51588.57
1301,Hyundai,Truck,2004,20222,3.3,Petrol,Automatic,5,0,Full,Blue,33604.62
1302,Audi,Convertible,2002,34979,5.3,Petrol,Automatic,0,0,Full,Black,92191.92
1303,Hyundai,Sedan,2011,708,5.2,Hybrid,Automatic,3,0,Full,Silver,30960.97
1304,Lexus,Minivan,2014,349,3.6,Hybrid,Manual,5,1,Full,White,28111.94
1305,Mercedes,Sedan,2009,13730,4.5,Electric,Automatic,2,0,None,Blue,45934.95
1306,Hyundai,Hatchback,2019,5312,2.0,Diesel,Manual,3,0,Full,White,28149.63
1307,Jaguar,Sedan,2018,15069,4.4,Petrol,Manual,0,0,Full,Green,59408.19
1308,Jaguar,Truck,2015,9742,2.4,Petrol,Automatic,3,0,Full,Green,54802.71
1309,Tesla,Truck,2010,1446,5.2,Petrol,Automatic,0,0,Full,Gray,79845.26
1310,Ford,SUV,2007,120012,1.4,Petrol,Automatic,4,1,Full,Green,18359.49
1311,BMW,Minivan,2002,412,4.9,Diesel,Automatic,1,0,Full,Gray,59606.22
1312,Toyota,SUV,2022,66605,1.5,Diesel,Automatic,1,1,Partial,Black,19862.16
1313,Land Rover,Sedan,2006,8252,5.4,Petrol,Automatic,5,0,Full,Red,43326.26
1314,Porsche,Convertible,2022,121651,2.5,Petrol,Automatic,0,0,Full,Black,81088.37
1315,Lexus,SUV,2006,111651,4.3,Petrol,Manual,1,0,None,Blue,31095.13
1316,Audi,SUV,2013,53051,3.4,Petrol,Automatic,2,0,Full,White,69116.37
1317,Toyota,Truck,2001,55772,2.8,Petrol,Automatic,5,0,Partial,Blue,20138.42
1318,Kia,Convertible,2009,267,4.2,Hybrid,Automatic,2,0,Full,Green,48991.06
1319,Mercedes,Hatchback,2018,209558,5.7,Petrol,Automatic,1,0,Full,Silver,53898.63
1320,Honda,Sedan,2008,105118,1.2,Hybrid,Automatic,0,0,Full,Gray,23121.94
1321,Jaguar,SUV,2015,112740,5.6,Petrol,Manual,5,0,Full,White,53952.33
1322,Honda,Convertible,2018,53829,4.0,Petrol,Manual,2,0,None,Green,29112.95
1323,Chevrolet,Minivan,2017,21139,5.0,Hybrid,Automatic,1,0,Full,Black,49670.09
1324,Lexus,Convertible,2008,112050,2.9,Diesel,Automatic,3,1,Full,Red,29022.47
1325,Porsche,Sedan,2015,17231,3.4,Petrol,Automatic,2,1,Partial,Silver,37494.17
1326,Land Rover,Convertible,2012,41358,5.3,Hybrid,Automatic,4,0,Full,Red,72413.11
1327,Tesla,Convertible,2009,5253,3.1,Petrol,Manual,5,0,Partial,Black,67686.62
1328,Porsche,Convertible,2019,127523,3.7,Petrol,CVT,2,0,Full,Black,77981.31
1329,Lexus,Minivan,2013,7585,1.1,Hybrid,Automatic,5,0,Partial,White,44257.38
1330,Porsche,SUV,2011,12737,1.8,Hybrid,Automatic,1,0,Partial,Green,69010.81
1331,Lexus,Sedan,2018,40837,4.2,Petrol,Automatic,1,0,Full,Silver,55354.91
1332,Lexus,Minivan,2006,72215,4.6,Petrol,Automatic,5,1,Full,Blue,25764.83
1333,Volvo,Convertible,2022,48293,3.9,Hybrid,Automatic,1,0,Full,Black,78746.58
1334,Kia,Convertible,2014,13206,1.7,Petrol,Automatic,0,0,Full,White,40306.19
1335,Audi,SUV,2015,47,3.2,Petrol,Automatic,5,0,Full,Black,76058.05
1336,Nissan,Sedan,2007,70765,2.8,Diesel,Automatic,0,0,None,White,18793.28
1337,Honda,Truck,2009,210681,3.5,Electric,Automatic,5,0,Full,Red,26242.6
1338,Nissan,Minivan,2003,83013,5.4,Petrol,Automatic,3,0,Full,White,22199.56
1339,Nissan,SUV,2018,30828,4.9,Hybrid,Automatic,3,0,Full,Blue,56693.36
1340,Nissan,Sedan,2018,117049,1.4,Diesel,Automatic,2,0,Full,Red,28081.93
1341,Hyundai,Minivan,2020,26368,5.5,Diesel,Automatic,1,0,Full,Gray,39973.0
1342,Jaguar,Convertible,2014,37215,3.4,Hybrid,CVT,3,0,Full,Black,63469.14
1343,Volvo,Sedan,2013,32421,4.7,Electric,Automatic,1,0,Full,Gray,61082.22
1344,Land Rover,Sedan,2000,29676,1.7,Petrol,Manual,2,0,Full,Silver,42097.3
1345,Volvo,Hatchback,2015,74625,4.4,Petrol,Automatic,0,1,Partial,Gray,34485.97
1346,BMW,Sedan,2009,37408,2.2,Electric,Automatic,3,0,None,Green,52401.04
1347,BMW,Truck,2018,19042,3.2,Diesel,Automatic,4,0,Full,White,81060.71
1348,Hyundai,Sedan,2021,14930,1.1,Diesel,Automatic,4,1,Partial,White,17376.1
1349,Jaguar,Truck,2002,1923,1.8,Diesel,Automatic,4,0,Full,Silver,49574.62
1350,Porsche,Convertible,2004,43756,1.5,Hybrid,Manual,4,0,Partial,Silver,70409.88
1351,Audi,Truck,2008,13065,2.2,Hybrid,Automatic,4,0,Full,Black,70219.56
1352,Jaguar,Minivan,2017,8016,1.5,Electric,Automatic,4,0,Partial,Green,46646.6
1353,Hyundai,Convertible,2010,53041,4.5,Diesel,Automatic,4,0,Partial,White,24724.1
1354,Lexus,Convertible,2015,57161,1.1,Petrol,Automatic,3,0,Partial,Green,51519.18
1355,Mercedes,Truck,2001,69747,4.1,Diesel,Manual,4,0,Partial,Green,48308.94
1356,Audi,SUV,2011,35016,1.7,Diesel,Manual,5,1,Full,Silver,45235.95
1357,Ford,Coupe,2021,112241,5.7,Diesel,Automatic,5,1,Full,Green,20642.81
1358,Honda,Sedan,2005,137712,5.7,Diesel,Automatic,4,1,Partial,Blue,5295.01
1359,Audi,Hatchback,2010,82349,2.1,Petrol,Automatic,2,1,Full,Green,39114.05
1360,Hyundai,Coupe,2007,50474,4.1,Diesel,CVT,3,0,Full,Gray,23934.62
1361,Lexus,Sedan,2011,18100,1.1,Diesel,Automatic,5,0,Full,Green,37183.2
1362,Lexus,Sedan,2001,203565,5.7,Hybrid,Manual,2,0,Partial,White,28822.29
1363,Tesla,Convertible,2008,16019,3.6,Diesel,Automatic,1,0,Full,Green,82732.86
1364,Nissan,Sedan,2014,11323,1.2,Petrol,CVT,4,0,Partial,Blue,16535.34
1365,Jaguar,Hatchback,2001,29183,2.7,Diesel,Automatic,0,0,Partial,Green,38228.5
1366,Lexus,Sedan,2000,2925,1.4,Hybrid,Automatic,4,1,Full,Silver,29237.97
1367,BMW,Truck,2009,191972,3.0,Diesel,Automatic,4,0,Full,Green,64298.21
1368,Nissan,Coupe,2001,44389,4.3,Diesel,CVT,2,0,None,Black,20141.38
1369,Land Rover,Truck,2011,40703,3.3,Diesel,CVT,1,0,Partial,Green,50088.92
1370,Mercedes,Hatchback,2022,53326,2.9,Petrol,Manual,2,0,Full,Blue,53066.3
1371,Hyundai,Sedan,2007,34360,1.6,Hybrid,Manual,3,1,Full,Red,11024.34
1372,Honda,Minivan,2004,1629,2.2,Petrol,Automatic,1,0,Full,Green,22946.87
1373,Jaguar,Hatchback,2021,47377,1.5,Diesel,Manual,5,0,Full,White,34579.71
1374,Toyota,Convertible,2000,62969,5.0,Petrol,Manual,1,1,Full,Green,21636.47
1375,BMW,Truck,2014,26956,1.7,Petrol,Automatic,1,0,None,White,46925.7
1376,Chevrolet,Truck,2005,70795,4.0,Diesel,Automatic,2,0,None,Green,25980.3
1377,Ford,SUV,2011,12873,2.7,Diesel,Automatic,4,0,Partial,White,32795.93
1378,Porsche,Sedan,2007,12504,2.1,Hybrid,Automatic,4,0,Full,White,61401.94
1379,Lexus,Convertible,2012,8802,4.2,Hybrid,Manual,4,0,Full,Red,60702.98
1380,Toyota,Minivan,2018,23260,3.3,Hybrid,Automatic,4,1,Full,Red,28254.25
1381,Lexus,Truck,2000,93869,3.0,Diesel,Automatic,4,1,Partial,Blue,23934.4
1382,Audi,Truck,2010,87987,4.0,Diesel,Automatic,3,0,Full,Blue,55801.86
1383,BMW,Convertible,2019,24130,3.5,Diesel,Automatic,0,0,Partial,Black,88762.86
1384,Audi,Hatchback,2000,44472,2.5,Diesel,Automatic,5,1,Partial,White,28178.78
1385,Tesla,Hatchback,2007,63794,3.8,Diesel,Manual,1,0,Partial,Silver,41661.97
1386,Audi,Sedan,2004,13801,4.3,Electric,Automatic,0,1,Full,Green,52489.61
1387,Tesla,SUV,2016,9204,1.1,Petrol,Manual,3,0,Partial,Gray,62897.57
1388,Ford,Truck,2007,178949,3.3,Electric,Automatic,4,0,Full,White,26000.48
1389,Hyundai,SUV,2009,48058,1.3,Petrol,Manual,3,0,Partial,Blue,24081.25
1390,Tesla,Hatchback,2001,199271,1.9,Petrol,Automatic,5,0,Full,Red,30144.2
1391,Toyota,Hatchback,2008,20606,3.8,Petrol,Automatic,5,0,Full,Black,28586.5
1392,Nissan,Coupe,2023,60706,5.3,Diesel,Automatic,3,0,Full,White,50778.17
1393,Kia,Minivan,2022,12590,5.4,Petrol,CVT,0,0,Full,Green,36740.56
1394,Lexus,Sedan,2002,15136,1.3,Hybrid,Automatic,1,0,None,Black,22632.5
1395,Porsche,Coupe,2017,35861,3.1,Hybrid,Automatic,2,0,Full,Silver,73233.13
1396,Nissan,Minivan,2006,19255,3.9,Diesel,Manual,2,0,None,Silver,13763.86
1397,Honda,Coupe,2014,9173,1.7,Diesel,Automatic,5,0,Full,Silver,42865.09
1398,Hyundai,Coupe,2020,15250,4.8,Electric,Automatic,1,1,Full,Silver,38763.5
1399,Audi,Sedan,2021,1820,4.7,Hybrid,Automatic,4,1,Full,Gray,48156.22
1400,Chevrolet,Sedan,2019,60941,5.5,Diesel,Automatic,3,1,Full,Black,21387.93
1401,Honda,Convertible,2017,33875,1.0,Hybrid,Automatic,4,0,Partial,White,39144.89
1402,BMW,SUV,2002,4949,2.1,Diesel,Automatic,5,0,Full,Gray,54263.72
1403,Tesla,SUV,2022,9418,5.1,Diesel,Manual,3,0,Partial,White,81906.51
1404,Lexus,Convertible,2013,5409,4.4,Petrol,Automatic,2,0,Full,Red,70971.3
1405,Mercedes,Convertible,2023,47413,5.5,Diesel,Automatic,5,0,Full,Green,79785.09
1406,Jaguar,Hatchback,2001,4947,1.3,Petrol,Automatic,5,1,Full,Blue,20628.36
1407,Toyota,Minivan,2013,70178,4.0,Petrol,Automatic,1,0,Partial,Gray,27694.71
1408,Porsche,Coupe,2021,1036,3.8,Diesel,Automatic,0,0,Partial,Blue,75034.6
1409,Volvo,Convertible,2010,14342,1.2,Electric,Manual,5,0,Full,Gray,67156.88
1410,Toyota,Truck,2015,110667,3.6,Electric,Manual,0,0,Full,Blue,40235.36
1411,Ford,SUV,2007,63386,4.0,Diesel,Manual,1,1,Partial,Green,18047.65
1412,Mercedes,Convertible,2006,3788,2.0,Diesel,Automatic,5,0,None,Blue,55451.11
1413,Chevrolet,Truck,2010,86053,2.4,Petrol,Manual,5,0,Full,Red,10770.84
1414,Jaguar,Truck,2002,33965,4.2,Diesel,Manual,2,0,Partial,Blue,42307.21
1415,Mercedes,Truck,2016,93795,3.3,Petrol,Automatic,3,0,Full,Gray,68600.66
1416,Audi,Hatchback,2013,45907,5.3,Petrol,Automatic,0,0,Full,Blue,57879.35
1417,Tesla,Hatchback,2005,57258,2.7,Diesel,Automatic,2,0,None,Black,36297.15
1418,Hyundai,Truck,2007,251809,2.3,Petrol,Automatic,5,0,Partial,Green,5064.4
1419,Porsche,Minivan,2021,13220,5.9,Petrol,Manual,1,0,Partial,Blue,60647.32
1420,Land Rover,Hatchback,2004,48901,5.6,Hybrid,Automatic,4,0,Full,Silver,39949.25
1421,Tesla,Coupe,2007,30839,1.1,Petrol,Automatic,2,1,Full,Green,43283.52
1422,Land Rover,Truck,2001,2012,4.9,Petrol,Automatic,2,0,Partial,Green,42781.88
1423,Honda,Coupe,2014,728,1.6,Petrol,Automatic,4,0,None,Blue,16400.02
1424,Hyundai,Coupe,2011,6347,1.1,Petrol,Automatic,5,0,Partial,White,15671.39
1425,Jaguar,Truck,2016,52361,2.4,Petrol,CVT,2,0,Full,Red,45851.66
1426,Lexus,SUV,2000,41869,2.3,Hybrid,Automatic,0,0,Full,Silver,47646.3
1427,Volvo,Minivan,2014,40307,5.1,Petrol,Manual,5,0,Full,Gray,38043.77
1428,BMW,Truck,2013,1618,4.6,Hybrid,Automatic,0,1,Full,Black,54713.52
1429,Nissan,Truck,2019,31678,5.9,Petrol,Automatic,0,0,Full,Blue,43968.09
1430,Hyundai,Hatchback,2021,129262,4.6,Diesel,Automatic,2,0,Full,Blue,27183.54
1431,Tesla,Truck,2015,25341,3.1,Diesel,Manual,5,0,Partial,Gray,58586.16
1432,Porsche,SUV,2008,49031,4.5,Diesel,Automatic,2,0,Partial,Red,70158.35
1433,Nissan,Hatchback,2000,75665,6.0,Diesel,Automatic,2,0,Partial,Gray,23990.13
1434,Ford,Sedan,2016,76606,4.6,Electric,Automatic,5,0,None,Black,37243.6
1435,Ford,Sedan,2012,36623,4.8,Petrol,Manual,5,0,Full,Green,24569.15
1436,Mercedes,Coupe,2020,97579,5.7,Diesel,Automatic,5,0,Partial,Blue,67117.22
1437,Nissan,Minivan,2020,24827,1.6,Hybrid,Automatic,5,0,Partial,Green,33059.57
1438,Porsche,Coupe,2004,109773,4.5,Petrol,Automatic,1,0,None,Gray,45457.16
1439,Jaguar,SUV,2009,13736,5.3,Petrol,Automatic,5,0,Full,Green,56292.46
1440,Honda,Convertible,2005,16440,5.8,Petrol,Manual,4,1,Full,Gray,20620.13
1441,Land Rover,Minivan,2023,2729,2.1,Diesel,Manual,5,0,Partial,Blue,34177.28
1442,Mercedes,Sedan,2018,79379,3.5,Petrol,Automatic,2,0,None,Gray,41465.72
1443,Ford,Coupe,2012,26983,4.4,Petrol,Manual,4,0,Partial,Blue,21183.54
1444,BMW,Sedan,2000,13010,2.2,Diesel,Manual,3,0,Partial,Gray,42052.16
1445,BMW,SUV,2019,13184,4.0,Diesel,Automatic,0,1,Full,Green,63565.81
1446,Tesla,SUV,2014,115834,2.3,Petrol,Manual,1,0,Partial,Black,62318.82
1447,Jaguar,Convertible,2013,89763,2.7,Petrol,Automatic,4,0,Partial,White,51523.53
1448,Kia,Convertible,2007,40319,3.2,Diesel,Automatic,0,0,Partial,Silver,37217.32
1449,Lexus,Hatchback,2009,47870,3.6,Electric,Automatic,1,0,Partial,Red,44385.77
1450,Ford,Minivan,2008,32153,3.2,Diesel,Automatic,5,0,Full,Green,32776.38
1451,Kia,SUV,2016,24851,3.5,Hybrid,Automatic,0,0,Partial,White,44194.61
1452,Chevrolet,Coupe,2008,123536,2.5,Petrol,Manual,2,0,Full,Black,22463.75
1453,Jaguar,Sedan,2002,6711,1.8,Petrol,Manual,2,1,None,Red,23968.44
1454,Honda,Truck,2010,27102,1.2,Diesel,Manual,5,0,Partial,Red,15817.13
1455,Land Rover,Convertible,2011,21122,2.0,Hybrid,Automatic,0,0,Partial,Blue,61198.64
1456,Porsche,Truck,2009,34472,3.9,Diesel,CVT,5,0,None,Blue,50244.4
1457,Nissan,Coupe,2016,30590,4.9,Hybrid,Automatic,5,0,Full,Green,38802.65
1458,Ford,Convertible,2016,36582,1.8,Electric,Automatic,1,0,Full,Gray,67759.37
1459,Nissan,Truck,2010,7536,1.5,Petrol,Automatic,0,0,Partial,Silver,31618.44
1460,BMW,Minivan,2021,35989,4.7,Petrol,Automatic,3,0,Full,Blue,67068.09
